Habitat.	Habitat.
Bacteria are ubiquitous, living in every possible habitat on the planet including soil, underwater, deep in Earth's crust and even such extreme environments as acidic hot springs and radioactive waste.	Bacteria ko dokô ubiquitous gea, Hasa„ Daḱsuba„ Otechuṭiàṭal (Earth's crust) ikir ko mesakeet́ sanam tae daáe lekan habitat re menaḱkôa, Acidic Hot Spring anḍoḱ Radioactive Waste lekan Extreme Environment ko reó ge.
There are thought to be approximately 2×1030 bacteria on Earth, forming a biomass that is only exceeded by plants.	Siń ko sekar láḱ parom akaat́ Biomass baái nen Bacteria ko, Ote chetan approximately 2×1030 menaḱkôa mente leka bai akana.
They are abundant in lakes and oceans, in arctic ice, and geothermal springs where they provide the nutrients needed to sustain life by converting dissolved compounds, such as hydrogen sulphide and methane, to energy.	Enko do, Lake re„ Ocean re„ Arctic Ice re anḍoḱ enko te Hydrogen Sulphide„ Methane lekan leaṅ akan Compound ko energy oḱ te Jinivt́ sustain oḱ Geothermal Spring ko rekô abundant gea.
They live on and in plants and animals.	Enko do Sińjivt́„ Senêjivt́ ko chetan„ bitar ko taena.
Most do not cause diseases, are beneficial to their environments, and are essential for life.	Enko láḱpaa ko tedo Ruahasu kaa ooḱla, tako Environment lagit́kô beneficial gea, oḍok Jinivt́ lagit́kô essential gea.
The soil is a rich source of bacteria and a few grams contain around a thousand million of them.	Hasa do rich Bacteria Nampai (Source) tana, chiminaṅ gram rege Thousand Million lekakô taena.
They are all essential to soil ecology, breaking down toxic waste and recycling nutrients.	Enko do, Toxic Waste raa rasum (break down) ê loḱ, Nutrient ko recycle ê loḱ, Hasa Ecology rekô essential gea.
They are even found in the atmosphere and one cubic metre of air holds around one hundred million bacterial cells.	Enko do, Hoyopai (Atmosphere) reó menaḱkôa, mit́ cubic metre Hoyo re mit́ Hundred Million leka Bacteria Jivt́okoa ko taena.
The oceans and seas harbour around 3 x 1026 bacteria which provide up to 50% of the oxygen humans breathe.	Ocean„ Sea kore, hoo ko saet́ê 50% Oxygen eém tan 3 x 1026 leka Bacteria ko taena.
Only around 2% of bacterial species have been fully studied.	Bacteriahita kore 2% noḱ leka sumat́ gekô study pura akana.
Morphology.	Morphology.
Size.	Size.
Bacteria display a wide diversity of shapes and sizes.	Bacteria koaḱ do shape„ size re wide diversity menaḱa.
Bacterial cells are about one-tenth the size of eukaryotic cells and are typically 0.5–5.0 micrometres in length.	Bacteria Jiwt́okoa koaḱ Size do, Eukaryote Jivt́okoa koaḱ one-tenth gea, anḍoḱ typically do 0.5–5.0 Micrometre jiliṅa.
However, a few species are visible to the unaided eye—for example, Thiomargarita namibiensis is up to half a millimetre long, Epulopiscium fishelsoni reaches 0.7 mm, and Thiomargarita magnifica can reach even 2 cm in length, which is 50 times larger than other known bacteria.	Enkareóge, chiminaṅ Bacteriahita ko do sama met́ te ko nel daeoḱa—Example do, tara-Millimetre jiliṅ Thiomargarita namibiensis„ 0.7 mm beṭaê Epulopiscium fishelsoni, urum akan eṭaḱ Bacteria ko aete 50 sa maraṅ 2 cm jaket́ beṭaê Thiomargarita magnifica.
Among the smallest bacteria are members of the genus Mycoplasma, which measure only 0.3 micrometres, as small as the largest viruses.	Huḍiń utar mente lekaoḱ Bacteria kore do, maraṅ utar Virus ko imin huḍiń 0.3 Micrometres ge jiliṅ Mycoplasma Genus renko.
Some bacteria may be even smaller, but these ultramicrobacteria are not well-studied.	Chiminaṅ Bacteria do anḍoḱkô huḍiṅa toraṅ, nen Uputarmanbacteria (Ultramicrobacteria) kodo bugi te kakô study akana.
Shape.	Shape.
Most bacterial species are either spherical, called cocci (singular coccus, from Greek kókkos, grain, seed), or rod-shaped, called bacilli (sing. bacillus, from Latin baculus, stick).	Láḱpaa Bacteriahita dokô ḍumaṅ (spherical) gea, cocci kô menoḱa (singular do coccus, Greek reaḱ kókkos, Gele, Hitajaṅ aete), baredokô Rod-shape gea, bacilli kô menoḱa (singular do bacillus, Latin reaḱ baculus, Jaṭa aete).
Some bacteria, called vibrio, are shaped like slightly curved rods or comma-shaped; others can be spiral-shaped, called spirilla, or tightly coiled, called spirochaetes.	Vibrio menoḱ chiminaṅ Bacteria do, jokoć lego akan Jaṭa baredo Comma lekaakô; eṭaḱ ko do Spirilla menoḱ Chunur-shape rekôa, anḍoḱ chiminaṅ Spirochaetes menoḱkô do uruć gekô binḍa akana.
A small number of other unusual shapes have been described, such as star-shaped bacteria.	Chimin noḱ leka do Star-shape Bacteria lekan eṭaḱ unusual Shape renkô ó ko describe akana.
This wide variety of shapes is determined by the bacterial cell wall and cytoskeleton and is important because it can influence the ability of bacteria to acquire nutrients, attach to surfaces, swim through liquids and escape predators.	Shape ko reaḱ wide Variety do Bacteria Okoaginil (Cell Wall)„ Cytoskelton te determine oḱa, anḍoḱ nena do Bacteria ko Nutrient naám re, Surface kore juaḱenn lagit́, Liíngiaḱ (Liquid) kore oyarenn, Predator ko taḱaete nirduḱnn Danae influence oḱa.
Multicellularity.	Multicellularity.
Most bacterial species exist as single cells; others associate in characteristic patterns: Neisseria forms diploids (pairs), streptococci form chains, and staphylococci group together in “bunch of grapes” clusters.	Láḱpaa Bacteriahita do Single Cell lekakô taena; eṭaḱ ko do Characteristic Pattern ko rekô jumurena: Neisseria do Diploid (Jimki) kô baina, Streptococci do Sinkii kô baina, anḍoḱ Staphylococci do “Ićtayar Rumpa” lekakô hunḍina.
Bacteria can also group to form larger multicellular structures, such as the elongated filaments of Actinomycetota species, the aggregates of Myxobacteria species, and the complex hyphae of Streptomyces species.	Bacteria do Actinomycetota Hita koaḱ jiliṅ Filament, Myxobacteria Hita koaḱ Aggregate, anḍoḱ Streptomyces Hita koaḱ Complex Hyphae leka láḱ maraṅ Multicellular Structure ókô bai daea.
These multicellular structures are often only seen in certain conditions.	Nen Multicellular Structure ko do often chelekan Condition rege nel namoḱa.
For example, when starved of amino acids, myxobacteria detect surrounding cells in a process known as quorum sensing, migrate towards each other, and aggregate to form fruiting bodies up to 500 micrometres long and containing approximately 100,000 bacterial cells.	Example lekate, Amino Acid kô ringa tan re, Myxobacteria do Quorum Sensing menoḱ Process te daradari ren Jivt́okoa kokô chirgalkoa, japaḱ tekô sen idina, anḍoḱ 500 micrometer jiliṅ, approximately 100,000 Bacteria Jivt́okoa lekaoḱ Fruiting Body bain gekô hunḍina.
In these fruiting bodies, the bacteria perform separate tasks; for example, about one in ten cells migrate to the top of a fruiting body and differentiate into a specialised dormant state called a myxospore, which is more resistant to drying and other adverse environmental conditions.	Nen Fruiting Body re, Bacteria do eṭaḱ-eṭaḱ Paeṭi rekô achuna; Example lekate, gelea re miat́ Jivt́okoa do Fruiting Body Chuṭi tekô sen atomena, anḍoḱ roohoḱ„ eṭaḱ Adverse Environmental Condition ko láḱ sahtiṅ dae lekan Myxospore menoḱ Specialised Dormant State kô bai tanngana.
Significance in technology and industry.	Technology„ Industry ren Significance.
Bacteria, often lactic acid bacteria, such as Lactobacillus species and Lactococcus species, in combination with yeasts and moulds, have been used for thousands of years in the preparation of fermented foods, such as cheese, pickles, soy sauce, sauerkraut, vinegar, wine, and yogurt.	Uúput́jaṅ (Yeast)„ Gumajaṅ (Mould) ko loḱte, Toagoólcharićjaṅhita (Lactobacillus species) anḍoḱ Toaḍúljaṅhita (Lactococcus species) kodo, Cheese„ Pickle„ Soy Sauce„ Sauerkraut„ Vinegar„ Wine„ Yogurt lekan Uput́jomaḱ bai re Thousand Thousand Serma agujoṅ hućoḱ akana.
The ability of bacteria to degrade a variety of organic compounds is remarkable and has been used in waste processing and bioremediation.	Dirisunum (Petroleum) ren Hydrocarbon ko digest dae lekan Bacteria ko do often Nur Sunum aákit́ rekô agujoṅoḱa.
Fertiliser was added to some of the beaches in Prince William Sound in an attempt to promote the growth of these naturally occurring bacteria after the 1989 Exxon Valdez oil spill.	1989 ren Exxon Valdez Sunumnur tayom, Prince William Sound ren chiminaṅ Kuṭigitil kore nelekan naturally namoḱ Bacteria ko sangeoḱka mente Fertiliser kô em let́ taekena.
These efforts were effective on beaches that were not too thickly covered in oil.	Sunum te ibil rená gedo kaa bil suba len Kuṭigitil kore do nena Paeṭić em ket́ taekena.
Bacteria are also used for the bioremediation of industrial toxic wastes.	Bacteria kodo, Industrial Toxic Waste Bioremediation reókô agujoṅoḱa.
In the chemical industry, bacteria are most important in the production of enantiomerically pure chemicals for use as pharmaceuticals or agrichemicals.	Chemical Industry re, Pharmaceutical„ Agrichemical lekate agujoṅoḱ Enantiomerically Pure Chemical ko baái re Bacteria kokô important gea.
Bacteria can also be used in place of pesticides in biological pest control.	Bacteria kodo Biological Pest Control re Pesticide ko satikô agujoṅ daeoḱa.
This commonly involves Bacillus thuringiensis (also called BT), a Gram-positive, soil-dwelling bacterium.	Nena re commonly do, BT ókô meta Hasa re taen Gram-positive Bacteria, Bacillus thuringiensis agujoṅoḱa.
Subspecies of this bacteria are used as Lepidopteran-specific insecticides under trade names such as Dipel and Thuricide.	Nen Bacteria ren Subhita do Dipel„ Thuricide lekan Trade Name te Lepidopteran-specific Insecticide lekakô agujoṅoḱa.
Because of their specificity, these pesticides are regarded as environmentally friendly, with little or no effect on humans, wildlife, pollinators, and most other beneficial insects.	Nen Pesticide ko do hoo ko„ Birjivt́„ Pollinator„ eṭaḱ Beneficial Chidu ko re Effect do jokoć ge baredo banoḱ te, akoaḱ Specificity lagit́, Environmentally Friendly kô menoḱa.
Because of their ability to quickly grow and the relative ease with which they can be manipulated, bacteria are the workhorses for the fields of molecular biology, genetics, and biochemistry.	Akoaḱ ã́cha sangenn Danae anḍoḱ manipulate kô daeoḱ Relative Lanavar te, Bacteria do Molecular Biology, Genetics anḍoḱ Biochemistry Pii ren Arãaùrić.
By making mutations in bacterial DNA and examining the resulting phenotypes, scientists can determine the function of genes, enzymes, and metabolic pathways in bacteria, then apply this knowledge to more complex organisms.	Bacteria DNA re mutation keet́ result namoḱ Phenotype ko examine keet́, Scientist ko Bacteria koaḱ Gene„ Enzyme„ Metabolic Pathway reaḱ Function kokô determine daea, tayom nen Sẽa ge láḱ complex Jivt́aḱ ko re apply oḱa.
This aim of understanding the biochemistry of a cell reaches its most complex expression in the synthesis of huge amounts of enzyme kinetic and gene expression data into mathematical models of entire organisms.	Miat́ Jivt́okoa reaḱ Biochemistry urum bodeê teaḱ Aim do, sange-sange Enzyme Kinetic„ Gene Expression Data kin synthesis keet́ goṭa Jivt́aḱ reaḱ Mathematical Model ko baái re complex utar leka express oḱa.
This is achievable in some well-studied bacteria, with models of Escherichia coli metabolism now being produced and tested.	Nena do chiminaṅ Well-studied Bacteria re achieve daeoḱa, anḍoḱ Escherichia coli reaḱ Metabolism Model do nahḱ bai ooḱl tana anḍoḱ test oḱ tana.
This understanding of bacterial metabolism and genetics allows the use of biotechnology to bioengineer bacteria for the production of therapeutic proteins, such as insulin, growth factors, or antibodies.	Bacteria koaḱ Metabolism onḍoḱ genetics reaḱ nelekan Urumsẽa te, Biotechnology horate Bacteria ko Insulin„ Growth Factor baredo Antibody lekan Therapeutic Protein ko baái lagit́kô bioengineer daeoḱa.
Because of their importance for research in general, samples of bacterial strains are isolated and preserved in Biological Resource Centers.	General Reasearch re akoaḱ Importance menaḱ te, Bacteria Stain reaḱ Sample ko do Biological Resource Centre ko re isolate anḍoḱ preserve akana.
This ensures the availability of the strain to scientists worldwide.	Neka te goṭa Otesae ren Scientist ko lagit́ en Strain available rika daeoḱa.
History of bacteriology.	Bacteriology reaḱ History.
Bacteria were first observed by the Dutch microscopist Antonie van Leeuwenhoek in 1676, using a single-lens microscope of his own design.	Bacteria do ayarùtar 1676 re Dutch Microscopist Antonie van Leeuwenhoek aćge design let́ Single-lens Nelmansanaṕ tekô nel lena.
He then published his observations in a series of letters to the Royal Society of London.	Entayom aćaḱ Observation ko do Royal Society of London taḱ te kul let́ Letter Series horateć publish ket́a.
Bacteria were Leeuwenhoek's most remarkable microscopic discovery.	Leeuwenhoek aḱ Most Remarkable Discovery do Bacteria ge.
Their size was just at the limit of what his simple lenses could resolve, and, in one of the most striking hiatuses in the history of science, no one else would see them again for over a century.	Enkoaḱ Size do aćaḱ Lens ko resolve dae taeken Limit rená re taekena, anḍoḱ do, Science reaḱ History ren most striking Hiatus oḱge, mit́ Century aete láḱ leka jahć ó enko kakô nel uraa ket́koa.
His observations also included protozoans which he called animalcules, and his findings were looked at again in the light of the more recent findings of cell theory.	Aćaḱ Observation re ać Animalcules eć nutum let́ Protozoan ko ókô taekena, aćaḱ Finding ko do láḱ recent teaḱ Cell Theory marsal te nel uraa eana.
Christian Gottfried Ehrenberg introduced the word “bacterium” in 1828.	1828 re Christian Gottfried Ehrenberg “Bacterium” Kajihon eć introduce ket́a.
In fact, his Bacterium was a genus that contained non-spore-forming rod-shaped bacteria, as opposed to Bacillus, a genus of spore-forming rod-shaped bacteria defined by Ehrenberg in 1835.	In fact, aćaḱ Bacterium do non-spore forming Rod-shaped Bacteria ko mesa ken Genus ge, 1835 re Ehrenberg define let́ Baccilus menoḱ spore-forming Rod-shaped Bacteria aete tannga.
Louis Pasteur demonstrated in 1859 that the growth of microorganisms causes the fermentation process and that this growth is not due to spontaneous generation (yeasts and molds, commonly associated with fermentation, are not bacteria, but rather fungi).	Manjivt́ koaḱ Growth tege Unuput́process do hobana, anḍoḱ nen Growth do Spontaneous Generation te do ká hobana (Commonly do Unuput́ loḱ kajimesaoḱ Unuput́jaṅ anḍoḱ Guúmajaṅ do Bacteria káa, Fungi) -mente 1859 re Louis Pasteur demonstrate ket́a.
Along with his contemporary Robert Koch, Pasteur was an early advocate of the germ theory of disease.	Aćaḱ Contemporary Robert Koch loḱ, Pasteur do Ruahasu reaḱ Germ Theory ren early Advocate eć taekena.
Before them, Ignaz Semmelweis and Joseph Lister had realised the importance of sanitised hands in medical work.	Akin ayar, Ignaz Sammelweis anḍoḱ Joseph Lister do Medical Paeṭi re Tí Sanitisation reaḱ Importance kin chirgal let́ taekena.
Semmelweis, who in the 1840s formulated his rules for handwashing in the hospital, prior to the advent of germ theory, attributed disease to “decomposing animal organic matter”.	1840 kore Raánpai re Tí abuṅenn teaḱ Rule ko formulate ken Semmelweis do Germ Theory hućoḱ ayar, Ruahasu do “decompose oḱ tan Animal Organic Matter” te hobanać men let́a.
His ideas were rejected and his book on the topic condemned by the medical community.	Medical Community taḱ aćaḱ Idea ko reject eana, anḍoḱ nen Topic re aćaḱ Sapagom ko condemn eana.
After Lister, however, doctors started sanitising their hands in the 1870s.	Lister tayom mendo, 1870 kore Doctor ko tako Tíkô sanitise eṭeć ket́a.
A feral child (also called wild child) is a young individual who has lived isolated from human contact from a very young age, with little or no experience of human care, social behavior, or language.	Birbagehon (wild child ókô metaà) do, Baleḱtaesirma aete ge Hoojanapaḱ (human contact) sangin re tannga akan aete, Hooneélsapaṕ (human care)„ sangitala Sepentapae (social behaviour)„ Jagar reaḱ Nelàdasẽa (experience), menaḱ re jokoć ge baredo banoḱ lekan baleḱ Individual.
Such children lack the basics of primary and secondary socialization.	Enkan Hon ko taḱ Primary„ Secondary Socialization reaḱ Reht́sẽa (basic knowledge) kaa taena.
The term is used to refer to children who have suffered severe abuse or trauma before being abandoned or running away.	Nen term do, Egerrupú (abuse) baredo Trauma te tensuba len tayom bage eṛaḱ ean baredo nir at́ ean Hon ko iíngul re agujoṅoḱa.
They are sometimes the subjects of folklore and legends, often portrayed as having been raised by animals.	Enko ge misa misa kodo Folklore„ Legend ko ren Subject akanakô, often do, Birjivt́ ko hara maraṅ ken gekô portray akana.
While there are many cases of children being found in proximity to wild animals, there are no eyewitness accounts of animals feeding human children.	Birjivt́ ko japaḱ re Hon ko nam akan sange case ko menaḱ reó, Birjivt́ ko Hon kokô asulkô tan reaḱ Nenelmet́kanatai (eyewitness account) ko banoḱa.
Description.	Description.
Feral children lack the basic social skills that are normally learned in the process of enculturation.	Birbagehon ko taḱ, normally do Enculturation Process te etooḱ basic Sangetalaaḱepeto (social skill) kaa taena.
For example, they may be unable to learn to use a toilet, have trouble learning to walk upright after walking on all fours their whole lives, or display a complete lack of interest in the human activity around them.	For example, enko Aṕenpaisenjonoṅ (toilet usage) kakô eto dae emana„ goṭa Taesirma otetí akan te ombaḱ sen keet́ Mulitingusen kakô etooḱ emana„ aka daradari ren Hoosepentipí (human activity) paa te Nelònorbaánoḱkô uduṕ emanêa.
They often seem mentally impaired and have almost insurmountable trouble learning a human language.	Enko often Hataṅimpair akan ge ko neloḱa, anḍoḱ, Hoojanagar (human language) eton re káparomdaeoḱ noḱ trouble taena.
The impaired ability to learn a natural language after having been isolated for so many years is often attributed to the existence of a critical period for language learning, and taken as evidence in favor of the critical period hypothesis.	Esu sirma tannga sangin len taeken te, Naturaljagar Etondanae impair janaḱ lagit́ do, often Jagarèneto reaḱ critical period menaḱ menteaḱ ge Reason menoḱa, anḍoḱ ena ge Critical Period Hypothesis lagit́aḱ Evidence lekate uduḱ joṅoḱa.
There is little scientific knowledge about feral children.	Birbagehon ko reaḱ Scientificsẽa do esu beteć ge menaḱa.
One of the best-documented cases has supposedly been that of sisters Amala and Kamala, described by Reverend J A L Singh in 1926 as having been “raised by wolves” in a forest in India.	Kajioḱ lekate, best-documented Case kore miat́ do, India aḱ Bir re “Ṭẽoḱ ko asul kena” mente 1926 re Reverend J A L Singh kaji sartal ken Amala„ Kamala Unḍiboko kin.
French surgeon Serge Aroles, however, has persuasively argued that the case was a fraud, perpetrated by Singh in order to raise money for his orphanage.	France ren Surgeon Serge Aroles mendo, en case do, Singh taćaḱ Orphanage lagit́ Funding harom aágu lagit́ uskur let́ Fraud mente persuasively ć argue akat́a.
Child psychologist Bruno Bettelheim states that Amala and Kamala were born mentally and physically disabled.	Amala„ Kamala do hataṅhomoo disable akan gekin unduṕ lena mente Honkopsychologist Bruno Bettelheim kaji akat́a.
Yet other scientific studies of feral children exist, such as the case of Genie.	Enreóge, Genie aḱ case lekan Birbagehon ko chetan eṭaḱ Scientific Study ko menaḱ gea.
History.	History.
Prior to the 1600s, feral and wild children stories were usually limited to myths and legends.	1600 ko maaṅ do, Birbagehon koaḱ Story ko do usually Myth„ Legend ko jóṅ ge taekena.
In those tales, the depiction of feral children included hunting for food, running on all fours instead of two, and not knowing language.	En story ko re Birbagehon koaḱ Depiction re, Jom nam te sangar tanaḱ, bar Kaṭa te ká otetí akan te nir tanaḱ, Jagar ká etoannaḱ ko taemesa kena.
Philosophers and scientists were interested in the concept of such children, and began to question if these children were part of a different species from the human family.	Philosopher„ Scientist ko, enkan Hon ko menaḱ teaḱ Concept paa te Nelònor taekena, enkan Hon ko do Hoohita aete eṭaḱ Hita ren ko chi mentekô kuli eṭeć let́ taekena.
The question was taken seriously as science tried to name and categorize the development of humans, and the understanding of the natural world in the 18th and 19th century.	18th„ 19th century re Science re Hooharamanaraṅ (human development) nutumê anḍoḱ haṭińòkoaê (categorize) teaḱ„ Natural World munḍiê teaḱ attempt taeken loḱ, nen Kunuli do seriously ataṅ ean taekena.
Around the 20th century, psychologists were attempting to differentiate between biological behavior and culture.	20th century naaćpaa, Psychologist ko Biological Behaviour anḍoḱ Culture urumsapaniṅê teaḱkô attempt let́a.
Feral children who lived in isolation or with animals provided examples of this dilemma.	Tapannga re baredo Birjivt́ ko loḱ taeken Birbagehon ko en Dilemma ren Example lekakô taekena.
Journalistic accounts of children raised by animals.	Birjivt́ ko taḱ hara len Hon ko reaḱ Journal Kanatai ko.
Raised by primates/monkeys.	Primate/Gai ko haramaraṅ ken ko.
Marina Chapman claimed to have lived with weeper capuchin monkeys in the Colombian jungle from the age of five to about nine, following a botched kidnapping in about 1954.	Marina Chapman do 'huḍiṅ akan 5 sirma aete 9 sirma noḱ jooṅ do fail ean Anarkit́ tayom Columbia aḱ Bir re Weeper Capuchin Gai ko loḱń taekena' menteć claim akat́a.
Unusual for feral children, she went on to marry, have children and live a largely normal life with no persisting problems.	Birbagehon ko re nena ko do unusual gea, mendo ać tayom koć Aandi eana„ Hon ko hoba eana„ persisting Problem ko banoḱ loḱ aćaḱ Life largely normal ge taekena.
